"","ile","czestosc"
"lodint",2,4.39976e-05
"loess",2,4.39976e-05
"loess.control",2,4.39976e-05
"loess.smooth",2,4.39976e-05
"log.post.dens",2,4.39976e-05
"logAccess",2,4.39976e-05
"login",2,4.39976e-05
"loginOutput",2,4.39976e-05
"logit.loglk",2,4.39976e-05
"logjs",2,4.39976e-05
"logloss",2,4.39976e-05
"logLoss",2,4.39976e-05
"logsume",2,4.39976e-05
"loop_func",2,4.39976e-05
"loss",2,4.39976e-05
"low_matrix",2,4.39976e-05
"lrtest",2,4.39976e-05
"m",2,4.39976e-05
"m.density",2,4.39976e-05
"mahalanobis",2,4.39976e-05
"make.NegLogLik",2,4.39976e-05
"make.transparent",2,4.39976e-05
"make.unique",2,4.39976e-05
"make_bbox",2,4.39976e-05
"make_cohort_group",2,4.39976e-05
"make_every_so_often",2,4.39976e-05
"make_ga_4_req",2,4.39976e-05
"make_graph",2,4.39976e-05
"make_mvn",2,4.39976e-05
"make_my_plot",2,4.39976e-05
"make_my_table",2,4.39976e-05
"make_R_source_file",2,4.39976e-05
"make_Rcpp_sugar_file",2,4.39976e-05
"make_repo",2,4.39976e-05
"make_test_data",2,4.39976e-05
"make_unipar",2,4.39976e-05
"make_url",2,4.39976e-05
"makeBids",2,4.39976e-05
"makeColorRamp",2,4.39976e-05
"makeDeck",2,4.39976e-05
"makeDepGraph",2,4.39976e-05
"makeExampleDESeqDataSet",2,4.39976e-05
"makeFormula",2,4.39976e-05
"makePairs",2,4.39976e-05
"makeqtl",2,4.39976e-05
"makeReactiveBinding",2,4.39976e-05
"makeStripplot",2,4.39976e-05
"makeThumb",2,4.39976e-05
"makeX",2,4.39976e-05
"manageSession",2,4.39976e-05
"manhattan",2,4.39976e-05
"manyboxplot",2,4.39976e-05
"map_at",2,4.39976e-05
"map_if",2,4.39976e-05
"map_n",2,4.39976e-05
"map_progress",2,4.39976e-05
"map2_dbl",2,4.39976e-05
"map2_df",2,4.39976e-05
"map2_int",2,4.39976e-05
"map2_lgl",2,4.39976e-05
"map2SpatialPolygons",2,4.39976e-05
"MapDF",2,4.39976e-05
"mapIds",2,4.39976e-05
"mapNames",2,4.39976e-05
"mapStates",2,4.39976e-05
"markdownToHTML",2,4.39976e-05
"marker_names",2,4.39976e-05
"markLineControl",2,4.39976e-05
"markPointControl",2,4.39976e-05
"mask",2,4.39976e-05
"match.fun",2,4.39976e-05
"matchBWT",2,4.39976e-05
"matchNums",2,4.39976e-05
"math_format",2,4.39976e-05
"matlines",2,4.39976e-05
"matplot",2,4.39976e-05
"matrix2vector.phyDat",2,4.39976e-05
"MatVar",2,4.39976e-05
"max.pred",2,4.39976e-05
"max_register",2,4.39976e-05
"maxmind",2,4.39976e-05
"MaxZoom",2,4.39976e-05
"maybe_code",2,4.39976e-05
"MCA",2,4.39976e-05
"mccollect",2,4.39976e-05
"mcexact",2,4.39976e-05
"mcmapply",2,4.39976e-05
"MCMCirtHier1d",2,4.39976e-05
"md_data",2,4.39976e-05
"md_dims",2,4.39976e-05
"md_metrics",2,4.39976e-05
"md_object",2,4.39976e-05
"mdply",2,4.39976e-05
"mean_lines",2,4.39976e-05
"mean_x",2,4.39976e-05
"mean_y",2,4.39976e-05
"med",2,4.39976e-05
"memoise",2,4.39976e-05
"memtest",2,4.39976e-05
"merge.AffyBatch",2,4.39976e-05
"merge_phylo_anno.codeml_mlc",2,4.39976e-05
"merge_phylo_anno.paml_rst",2,4.39976e-05
"mergeCloseModules",2,4.39976e-05
"mergeData",2,4.39976e-05
"meshSim",2,4.39976e-05
"Meta",2,4.39976e-05
"metadata",2,4.39976e-05
"method",2,4.39976e-05
"metropolis.bivariate",2,4.39976e-05
"metropolis.logit",2,4.39976e-05
"metropolis.poisson",2,4.39976e-05
"mf.cv",2,4.39976e-05
"mgoSim",2,4.39976e-05
"mi",2,4.39976e-05
"mi.data.frame",2,4.39976e-05
"mi.info",2,4.39976e-05
"minDelay",2,4.39976e-05
"minnwang_figs",2,4.39976e-05
"minutes",2,4.39976e-05
"MIPModel",2,4.39976e-05
"missingArg",2,4.39976e-05
"missmap",2,4.39976e-05
"mixnorm_gen_funcs",2,4.39976e-05
"mixnorm_ui",2,4.39976e-05
"ml.logit",2,4.39976e-05
"mma",2,4.39976e-05
"model.loader",2,4.39976e-05
"model_wrapper_from_list",2,4.39976e-05
"modelSeason",2,4.39976e-05
"modify_yaml",2,4.39976e-05
"Module",2,4.39976e-05
"moduleEigengenes",2,4.39976e-05
"monadic_spatial_weights",2,4.39976e-05
"mongo",2,4.39976e-05
"mongo.bson.empty",2,4.39976e-05
"mongo.bson.to.list",2,4.39976e-05
"mongo.count",2,4.39976e-05
"mongo.cursor.next",2,4.39976e-05
"mongo.cursor.value",2,4.39976e-05
"mongo.find",2,4.39976e-05
"mongo.get.err",2,4.39976e-05
"monkeylearn_extract",2,4.39976e-05
"monthly",2,4.39976e-05
"mosaicplot",2,4.39976e-05
"mostXNames",2,4.39976e-05
"mostXSingleNames",2,4.39976e-05
"move",2,4.39976e-05
"moveCars",2,4.39976e-05
"movemarker",2,4.39976e-05
"moves",2,4.39976e-05
"movies_module_UI",2,4.39976e-05
"movies_sample",2,4.39976e-05
"movies_subset",2,4.39976e-05
"movies_with_type",2,4.39976e-05
"mqmaugment",2,4.39976e-05
"mqmautocofactors",2,4.39976e-05
"mqmextractmarkers",2,4.39976e-05
"mqmgetmodel",2,4.39976e-05
"mqmpermutation",2,4.39976e-05
"mqmplot.circle",2,4.39976e-05
"mqmplot.cistrans",2,4.39976e-05
"mqmplot.cofactors",2,4.39976e-05
"mqmplot.directedqtl",2,4.39976e-05
"mqmplot.multitrait",2,4.39976e-05
"mqmplot.permutations",2,4.39976e-05
"mqmplot.singletrait",2,4.39976e-05
"mqmprocesspermutation",2,4.39976e-05
"mqmscan",2,4.39976e-05
"mqmscanfdr",2,4.39976e-05
"mqmsetcofactors",2,4.39976e-05
"MRCA",2,4.39976e-05
"mse",2,4.39976e-05
"mst",2,4.39976e-05
"multi_figs",2,4.39976e-05
"multi_figs_examples",2,4.39976e-05
"multi_selectUI",2,4.39976e-05
"MulticoreParam",2,4.39976e-05
"multifile_matrix",2,4.39976e-05
"multinom",2,4.39976e-05
"multiply_spots",2,4.39976e-05
"mutate_",2,4.39976e-05
"mutate_each",2,4.39976e-05
"mutinformation",2,4.39976e-05
"mx.mlp",2,4.39976e-05
"my.f2cnt",2,4.39976e-05
"my.f3cnt",2,4.39976e-05
"my.factorial",2,4.39976e-05
"my_data",2,4.39976e-05
"my_data_citation",2,4.39976e-05
"my_data_citation_term",2,4.39976e-05
"my_data_citation_term_top_cited",2,4.39976e-05
"my_data_term",2,4.39976e-05
"my_exp1",2,4.39976e-05
"my_lift",2,4.39976e-05
"my_ploteQTL",2,4.39976e-05
"my_plotGenetpattern",2,4.39976e-05
"my_plottrans.LDA",2,4.39976e-05
"my_plottrans.PCA",2,4.39976e-05
"my_repos",2,4.39976e-05
"my_write_csv",2,4.39976e-05
"myApply",2,4.39976e-05
"mycol",2,4.39976e-05
"myDataTable",2,4.39976e-05
"myDept",2,4.39976e-05
"myIcaPlot",2,4.39976e-05
"mypar",2,4.39976e-05
"myplclust",2,4.39976e-05
"myplot_formal",2,4.39976e-05
"myplot_formal_trace",2,4.39976e-05
"myplotgeno",2,4.39976e-05
"myplotgeno.eh",2,4.39976e-05
"mysql_getData",2,4.39976e-05
"n_cases",2,4.39976e-05
"n_col",2,4.39976e-05
"n_escape",2,4.39976e-05
"n_traces",2,4.39976e-05
"na.locf",2,4.39976e-05
"naiveBayes",2,4.39976e-05
"nearZeroVar",2,4.39976e-05
"neighborhood",2,4.39976e-05
"neighbors",2,4.39976e-05
"net.calculate.attractive",2,4.39976e-05
"net.calculate.repulsive",2,4.39976e-05
"net.fix",2,4.39976e-05
"net.plot",2,4.39976e-05
"net.update.positions",2,4.39976e-05
"netplot",2,4.39976e-05
"network.extract",2,4.39976e-05
"network.vertex.names",2,4.39976e-05
"networkDynamic",2,4.39976e-05
"new_context",2,4.39976e-05
"new_coords",2,4.39976e-05
"new_df",2,4.39976e-05
"new_function",2,4.39976e-05
"new_tour",2,4.39976e-05
"newbib",2,4.39976e-05
"newLines",2,4.39976e-05
"newsDataToDF",2,4.39976e-05
"newton.mix",2,4.39976e-05
"nLL",2,4.39976e-05
"nmar",2,4.39976e-05
"nmissing",2,4.39976e-05
"nnls",2,4.39976e-05
"Nnode",2,4.39976e-05
"Nnode2",2,4.39976e-05
"no_na",2,4.39976e-05
"nodeDensity",2,4.39976e-05
"nodeid.gg",2,4.39976e-05
"nodeid.tree",2,4.39976e-05
"nodeids",2,4.39976e-05
"nodeIds",2,4.39976e-05
"nodelabels",2,4.39976e-05
"nofalljudge",2,4.39976e-05
"nonzero_var",2,4.39976e-05
"nonzero_var_internal",2,4.39976e-05
"norm_coords",2,4.39976e-05
"norm_gen_funcs",2,4.39976e-05
"norm_ui",2,4.39976e-05
"normalize.item.params",2,4.39976e-05
"normalize.quantiles",2,4.39976e-05
"normalize.theta",2,4.39976e-05
"normalize_chars",2,4.39976e-05
"normalizeBetweenArrays",2,4.39976e-05
"normalized",2,4.39976e-05
"normalized_ES",2,4.39976e-05
"normDat",2,4.39976e-05
"notificationItem",2,4.39976e-05
"nPlot",2,4.39976e-05
"nqrank",2,4.39976e-05
"NROW",2,4.39976e-05
"nsidc_scrape",2,4.39976e-05
"ntim",2,4.39976e-05
"Ntip",2,4.39976e-05
"ntyped",2,4.39976e-05
"null1",2,4.39976e-05
"null2",2,4.39976e-05
"null3",2,4.39976e-05
"null4",2,4.39976e-05
"num",2,4.39976e-05
"num.sv",2,4.39976e-05
"number",2,4.39976e-05
"numberOfDays",2,4.39976e-05
"numbers2colors",2,4.39976e-05
"o_curves",2,4.39976e-05
"obj3",2,4.39976e-05
"ocr",2,4.39976e-05
"ocr_data",2,4.39976e-05
"odbcClose",2,4.39976e-05
"odbcConnect",2,4.39976e-05
"odTest",2,4.39976e-05
"of_landings",2,4.39976e-05
"of_species_codes",2,4.39976e-05
"ogrDeleteDataSource",2,4.39976e-05
"ogrDeleteLayer",2,4.39976e-05
"ogrDrivers",2,4.39976e-05
"ogrFIDs",2,4.39976e-05
"ogrInfo",2,4.39976e-05
"OGRSpatialRef",2,4.39976e-05
"ohe",2,4.39976e-05
"ols",2,4.39976e-05
"omitdiag",2,4.39976e-05
"onBookmark",2,4.39976e-05
"onclick",2,4.39976e-05
"oncoPrint",2,4.39976e-05
"one_run_phi",2,4.39976e-05
"one_run_phi_moran",2,4.39976e-05
"one_run_theta_moran",2,4.39976e-05
"one_run_theta_wz",2,4.39976e-05
"one_sample",2,4.39976e-05
"onefile_views",2,4.39976e-05
"onRestore",2,4.39976e-05
"open3d",2,4.39976e-05
"openmap",2,4.39976e-05
"optimal.spacing",2,4.39976e-05
"Optimize",2,4.39976e-05
"optspacing",2,4.39976e-05
"oranges",2,4.39976e-05
"ordered",2,4.39976e-05
"orderMarkers",2,4.39976e-05
"orderMEs",2,4.39976e-05
"organismMapper",2,4.39976e-05
"ORlikelihood",2,4.39976e-05
"overjudge",2,4.39976e-05
"overlap",2,4.39976e-05
"overlap_ratio",2,4.39976e-05
"overWriteTable",2,4.39976e-05
"p.density",2,4.39976e-05
"p_viz",2,4.39976e-05
"packageData",2,4.39976e-05
"packages",2,4.39976e-05
"packageStream",2,4.39976e-05
"pad.Vector",2,4.39976e-05
"page_rank",2,4.39976e-05
"pageDataToDF",2,4.39976e-05
"pair_corr",2,4.39976e-05
"pairs.panels",2,4.39976e-05
"pal_lancet",2,4.39976e-05
"palf",2,4.39976e-05
"par_roll_lm",2,4.39976e-05
"par3d",2,4.39976e-05
"parallelLapply",2,4.39976e-05
"parallelStartSocket",2,4.39976e-05
"parallelStop",2,4.39976e-05
"param_check",2,4.39976e-05
"param_combs",2,4.39976e-05
"param_combs_corr",2,4.39976e-05
"param_combs_jg",2,4.39976e-05
"ParameterInitializer",2,4.39976e-05
"parApply",2,4.39976e-05
"parasim",2,4.39976e-05
"parCapply",2,4.39976e-05
"parcoords",2,4.39976e-05
"parent.env",2,4.39976e-05
"parLapply",2,4.39976e-05
"parSapply",2,4.39976e-05
"parse.arguments",2,4.39976e-05
"parse.mid",2,4.39976e-05
"parse_changes",2,4.39976e-05
"parse_date",2,4.39976e-05
"parse_double",2,4.39976e-05
"parse_news_md",2,4.39976e-05
"parse_number",2,4.39976e-05
"parse_string",2,4.39976e-05
"parse_targetPeak_Param",2,4.39976e-05
"parse_urls",2,4.39976e-05
"parsed_content",2,4.39976e-05
"parseDefns",2,4.39976e-05
"parseMongo",2,4.39976e-05
"parseYahooLoc",2,4.39976e-05
"passwordInput",2,4.39976e-05
"paster",2,4.39976e-05
"path",2,4.39976e-05
"path_desktop",2,4.39976e-05
"path_ext_remove",2,4.39976e-05
"path_file",2,4.39976e-05
"path_home",2,4.39976e-05
"pathview",2,4.39976e-05
"pathwayGraph",2,4.39976e-05
"pathways",2,4.39976e-05
"pblapply",2,4.39976e-05
"pbltest",2,4.39976e-05
"PCA",2,4.39976e-05
"pcaplot",2,4.39976e-05
"pcaplot3d",2,4.39976e-05
"pcascree",2,4.39976e-05
"peak2DF",2,4.39976e-05
"peakDF2GRanges",2,4.39976e-05
"peakHeatmap.internal",2,4.39976e-05
"peakHeatmap.internal2",2,4.39976e-05
"peel",2,4.39976e-05
"PercChange",2,4.39976e-05
"percents.explained",2,4.39976e-05
"period_f",2,4.39976e-05
"period_function_generator",2,4.39976e-05
"perm.geneList",2,4.39976e-05
"perm.gseaEScore",2,4.39976e-05
"persp3d",2,4.39976e-05
"pFtest",2,4.39976e-05
"pgmm",2,4.39976e-05
"phantom",2,4.39976e-05
"pheatmap",2,4.39976e-05
"phenoData",2,4.39976e-05
"phylo_merge_check",2,4.39976e-05
"phyper",2,4.39976e-05
"phytools_reroot",2,4.39976e-05
"pick",2,4.39976e-05
"pickBINdata",2,4.39976e-05
"picker",2,4.39976e-05
"pickSoftThreshold",2,4.39976e-05
"pie3D",2,4.39976e-05
"pipe",2,4.39976e-05
"pivot_data",2,4.39976e-05
"pivot_ga4",2,4.39976e-05
"pivot_object",2,4.39976e-05
"pkgData",2,4.39976e-05
"pkgStream",2,4.39976e-05
"plan_analyses",2,4.39976e-05
"plasma",2,4.39976e-05
"play",2,4.39976e-05
"play500",2,4.39976e-05
"playConnectFour",2,4.39976e-05
"plot.data",2,4.39976e-05
"plot.geno",2,4.39976e-05
"plot.igraph",2,4.39976e-05
"plot.info",2,4.39976e-05
"plot.map",2,4.39976e-05
"plot.missing",2,4.39976e-05
"plot.pheno",2,4.39976e-05
"plot.pxg",2,4.39976e-05
"plot.rf",2,4.39976e-05
"plot.tests",2,4.39976e-05
"plot.variable",2,4.39976e-05
"plot.venn",2,4.39976e-05
"plot.window",2,4.39976e-05
"plot_cts_ancestor",2,4.39976e-05
"plot_data",2,4.39976e-05
"plot_date_data",2,4.39976e-05
"plot_entities",2,4.39976e-05
"plot_fsrnbrcurve",2,4.39976e-05
"plot_git_commits",2,4.39976e-05
"plot_git_commits_helper",2,4.39976e-05
"plot_ind",2,4.39976e-05
"plot_it",2,4.39976e-05
"plot_jpeg",2,4.39976e-05
"plot_ks",2,4.39976e-05
"plot_me",2,4.39976e-05
"plot_scatter",2,4.39976e-05
"plotAgeBump",2,4.39976e-05
"plotAgeDot",2,4.39976e-05
"plotAnnoBar.data.frame",2,4.39976e-05
"plotAnnoPie.csAnno",2,4.39976e-05
"plotAsWeBreaks",2,4.39976e-05
"plotAvgProf.internal",2,4.39976e-05
"plotBCV",2,4.39976e-05
"plotBioMatrix",2,4.39976e-05
"plotBioNetCircos",2,4.39976e-05
"PlotBorderMap",2,4.39976e-05
"plotbyAgeGroup",2,4.39976e-05
"plotCat",2,4.39976e-05
"plotDendroAndColors",2,4.39976e-05
"plotDispEsts",2,4.39976e-05
"plotDistToTSS.data.frame",2,4.39976e-05
"plotEigengeneNetworks",2,4.39976e-05
"plotEvents",2,4.39976e-05
"plotFaculties",2,4.39976e-05
"plotFirearmPer",2,4.39976e-05
"plotGeno",2,4.39976e-05
"plotHours",2,4.39976e-05
"plotInfo",2,4.39976e-05
"plotInput",2,4.39976e-05
"plotit",2,4.39976e-05
"plotLinksTweets",2,4.39976e-05
"plotLodProfile",2,4.39976e-05
"plotLODsign",2,4.39976e-05
"plotLook",2,4.39976e-05
"plotly_build",2,4.39976e-05
"plotMajors",2,4.39976e-05
"plotMap",2,4.39976e-05
"PlotMap",2,4.39976e-05
"plotMeanVar",2,4.39976e-05
"plotMissing",2,4.39976e-05
"plotModel",2,4.39976e-05
"PlotOnStaticMap",2,4.39976e-05
"plotPCA",2,4.39976e-05
"plotPheno",2,4.39976e-05
"plotPXG",2,4.39976e-05
"plotRF",2,4.39976e-05
"plotSectorRates",2,4.39976e-05
"plotSectorRates_es",2,4.39976e-05
"plotSmear",2,4.39976e-05
"plotting.clusterProfile",2,4.39976e-05
"plotTracks",2,4.39976e-05
"plotTweetsDP",2,4.39976e-05
"plotVenn",2,4.39976e-05
"plotWinner",2,4.39976e-05
"pluck",2,4.39976e-05
"pmi",2,4.39976e-05
"pmi2",2,4.39976e-05
"pmixnorm",2,4.39976e-05
"pmlToSeqString",2,4.39976e-05
"pointerType",2,4.39976e-05
"pointz",2,4.39976e-05
"PoissonPlot",2,4.39976e-05
"PolityGet",2,4.39976e-05
"polr",2,4.39976e-05
"pop_gen",2,4.39976e-05
"pop_ui",2,4.39976e-05
"popularDataToDF",2,4.39976e-05
"position_nudge",2,4.39976e-05
"positionProfit",2,4.39976e-05
"posix_convert",2,4.39976e-05
"postDataToDF",2,4.39976e-05
"posthoc.kruskal.nemenyi.test",2,4.39976e-05
"postmean",2,4.39976e-05
"postResample",2,4.39976e-05
"postscript",2,4.39976e-05
"postvar",2,4.39976e-05
"power.t.test",2,4.39976e-05
"powercalc",2,4.39976e-05
"powers",2,4.39976e-05
"ppiSim",2,4.39976e-05
"pr",2,4.39976e-05
"praise",2,4.39976e-05
"precede",2,4.39976e-05
"predict.glm",2,4.39976e-05
"predict.lars",2,4.39976e-05
"predict.libmf",2,4.39976e-05
"predict.spline",2,4.39976e-05
"predicted",2,4.39976e-05
"predictor_PAM",2,4.39976e-05
"preferences2",2,4.39976e-05
"prefixTable",2,4.39976e-05
"prep",2,4.39976e-05
"prep_fun",2,4.39976e-05
"prepare_data_for_plot",2,4.39976e-05
"prepare_KEGG",2,4.39976e-05
"prepare_potatoes",2,4.39976e-05
"prepareData",2,4.39976e-05
"prepareForMongo",2,4.39976e-05
"pretty_boxplot",2,4.39976e-05
"pretty_breaks",2,4.39976e-05
"pretty_plot_title",2,4.39976e-05
"print.brisk",2,4.39976e-05
"print.data.frame",2,4.39976e-05
"print.phylo",2,4.39976e-05
"print.run.params",2,4.39976e-05
"print.usage",2,4.39976e-05
"print_fields",2,4.39976e-05
"printmessage2",2,4.39976e-05
"printStudyReport",2,4.39976e-05
"proc.time",2,4.39976e-05
"process_bare_urls",2,4.39976e-05
"process_file",2,4.39976e-05
"process_kill",2,4.39976e-05
"process_read",2,4.39976e-05
"process_write",2,4.39976e-05
"processFetchTweets",2,4.39976e-05
"processFigureDirectory",2,4.39976e-05
"processTweets",2,4.39976e-05
"processTwitterExport",2,4.39976e-05
"proj_def_bug_fix",2,4.39976e-05
"project",2,4.39976e-05
"projectMercator",2,4.39976e-05
"prompt",2,4.39976e-05
"prototype",2,4.39976e-05
"provCallback",2,4.39976e-05
"provenanceTrace",2,4.39976e-05
"pskill",2,4.39976e-05
"psmelt",2,4.39976e-05
"pull.argmaxgeno",2,4.39976e-05
"pull.pheno",2,4.39976e-05
"pull.rf",2,4.39976e-05
"pull_markers",2,4.39976e-05
"pulldiag",2,4.39976e-05
"put_object",2,4.39976e-05
"putRasterData",2,4.39976e-05
"pv",2,4.39976e-05
"pv_dims",2,4.39976e-05
"pv_dims2",2,4.39976e-05
"pv_metrics",2,4.39976e-05
"pv_metrics2",2,4.39976e-05
"pvcaBatchAssess",2,4.39976e-05
"PvleProj",2,4.39976e-05
"pwfdtest",2,4.39976e-05
"pXgreaterY",2,4.39976e-05
"pXgY",2,4.39976e-05
"qda",2,4.39976e-05
"qexp",2,4.39976e-05
"qgamma",2,4.39976e-05
"qi_slimmer",2,4.39976e-05
"qmap",2,4.39976e-05
"qmixnorm",2,4.39976e-05
"qmplot",2,4.39976e-05
"qog.map",2,4.39976e-05
"qpal",2,4.39976e-05
"qpal2",2,4.39976e-05
"qqplot",2,4.39976e-05
"quaDA",2,4.39976e-05
"quakes_subset",2,4.39976e-05
"quantiles",2,4.39976e-05
"query_StackOverflow",2,4.39976e-05
"query_wp",2,4.39976e-05
"queryHits",2,4.39976e-05
"QueryId",2,4.39976e-05
"R",2,4.39976e-05
"rainbow_hcl",2,4.39976e-05
"randomGames",2,4.39976e-05
"randomNames",2,4.39976e-05
"rankedGeneLoadings",2,4.39976e-05
"rasterGrob",2,4.39976e-05
"rateplots",2,4.39976e-05
"raw",2,4.39976e-05
"rawToInt",2,4.39976e-05
"RCircos.Chromosome.Ideogram.Plot",2,4.39976e-05
"RCircos.Gene.Connector.Plot",2,4.39976e-05
"RCircos.Gene.Name.Plot",2,4.39976e-05
"RCircos.Get.Plot.Parameters",2,4.39976e-05
"RCircos.Heatmap.Plot",2,4.39976e-05
"RCircos.Histogram.Plot",2,4.39976e-05
"RCircos.Link.Plot",2,4.39976e-05
"RCircos.Reset.Plot.Parameters",2,4.39976e-05
"RCircos.Scatter.Plot",2,4.39976e-05
"RCircos.Set.Core.Components",2,4.39976e-05
"RCircos.Set.Plot.Area",2,4.39976e-05
"rdiri",2,4.39976e-05
"re_assign_ycoord_df",2,4.39976e-05
"reactionsDataToDF",2,4.39976e-05
"reactiveAccessToken",2,4.39976e-05
"reactiveText",2,4.39976e-05
"reactiveTimer",2,4.39976e-05
"reactiveValues.reset",2,4.39976e-05
"read.align",2,4.39976e-05
"read.ANALYZE",2,4.39976e-05
"read.ancseq_paml_rst",2,4.39976e-05
"read.celfile.header",2,4.39976e-05
"read.codeml_mlc",2,4.39976e-05
"read.cross",2,4.39976e-05
"read.dcf",2,4.39976e-05
"read.delim2",2,4.39976e-05
"read.dnds_mlc",2,4.39976e-05
"read.fasta",2,4.39976e-05
"read.FASTA",2,4.39976e-05
"read.nhx",2,4.39976e-05
"read.NIFTI",2,4.39976e-05
"read.paml_rst",2,4.39976e-05
"read.phylo_paml_mlc",2,4.39976e-05
"read.phylo_paml_rst",2,4.39976e-05
"read.raxml",2,4.39976e-05
"read.stats_beast",2,4.39976e-05
"read.stats_beast_internal",2,4.39976e-05
"read.tagalign.tags",2,4.39976e-05
"read.trans_beast",2,4.39976e-05
"read.treetext_beast",2,4.39976e-05
"read.treetext_paml",2,4.39976e-05
"read.treetext_paml_mlc",2,4.39976e-05
"read.treetext_paml_rst",2,4.39976e-05
"read.xlsx2",2,4.39976e-05
"read_and_prep_data",2,4.39976e-05
"read_band",2,4.39976e-05
"read_cross2",2,4.39976e-05
"read_csv2",2,4.39976e-05
"read_osm",2,4.39976e-05
"read_sf",2,4.39976e-05
"ReadAffy",2,4.39976e-05
"readAndClean",2,4.39976e-05
"readAnnotation",2,4.39976e-05
"readBStringSet",2,4.39976e-05
"readCountmatrix",2,4.39976e-05
"readd",2,4.39976e-05
"readData",2,4.39976e-05
"readDNAStringSet",2,4.39976e-05
"readEntireLog",2,4.39976e-05
"reader",2,4.39976e-05
"readGenericTCGA",2,4.39976e-05
"readGff",2,4.39976e-05
"readImage",2,4.39976e-05
"readJPEG",2,4.39976e-05
"readMetadata",2,4.39976e-05
"readNIfTI",2,4.39976e-05
"readPeakFile",2,4.39976e-05
"readSelectedLines",2,4.39976e-05
"readSyslog",2,4.39976e-05
"readTo",2,4.39976e-05
"readTrace",2,4.39976e-05
"readUpTo",2,4.39976e-05
"readWKT",2,4.39976e-05
"readWorksheet",2,4.39976e-05
"realtime_data",2,4.39976e-05
"rearrangePanelXYPoints",2,4.39976e-05
"reassign_y_from_node_to_root",2,4.39976e-05
"rebuildAnnoData.internal",2,4.39976e-05
"Reco",2,4.39976e-05
"recodeCohorts",2,4.39976e-05
"recodeVar",2,4.39976e-05
"recomb",2,4.39976e-05
"recover_img",2,4.39976e-05
"recover0",2,4.39976e-05
"recycle",2,4.39976e-05
"redblue",2,4.39976e-05
"redpal",2,4.39976e-05
"reducePast",2,4.39976e-05
"refineqtl",2,4.39976e-05
"register",2,4.39976e-05
"registerInputHandler",2,4.39976e-05
"relist",2,4.39976e-05
"remapB",2,4.39976e-05
"remapC",2,4.39976e-05
"remoteDr",2,4.39976e-05
"remoteDriver",2,4.39976e-05
"remove",2,4.39976e-05
"remove.local.tag.anomalies",2,4.39976e-05
"remove_bad",2,4.39976e-05
"remove_extra_empty_lines",2,4.39976e-05
"remove_highlight_tags",2,4.39976e-05
"remove_outliers",2,4.39976e-05
"remove_quote_in_tree_label",2,4.39976e-05
"removeAttributes",2,4.39976e-05
"removeNumbers",2,4.39976e-05
"removePunctuation",2,4.39976e-05
"removeURL",2,4.39976e-05
"removeWords",2,4.39976e-05
"rename_",2,4.39976e-05
"rename_private",2,4.39976e-05
"render.d3movie",2,4.39976e-05
"render_docker",2,4.39976e-05
"renderBubbles",2,4.39976e-05
"renderChart",2,4.39976e-05
"renderChessboardjs",2,4.39976e-05
"renderLogin",2,4.39976e-05
"renderScatterplotThree",2,4.39976e-05
"renderSimpleNetwork",2,4.39976e-05
"renew_data",2,4.39976e-05
"reorder.phylo",2,4.39976e-05
"reorder_cormat",2,4.39976e-05
"reorderqtl",2,4.39976e-05
"repalceNAsWithMean",2,4.39976e-05
"replace",2,4.39976e-05
"replace_na",2,4.39976e-05
"replacemap",2,4.39976e-05
"replaceqtl",2,4.39976e-05
"replaceSpace",2,4.39976e-05
"repliesDataToDF",2,4.39976e-05
"replyDataToDF",2,4.39976e-05
"repository",2,4.39976e-05
"reroot",2,4.39976e-05
"reroot_node_mapping",2,4.39976e-05
"resamples",2,4.39976e-05
"reshape",2,4.39976e-05
"resid",2,4.39976e-05
"resize",2,4.39976e-05
"response.function",2,4.39976e-05
"result",2,4.39976e-05
"results_combiner",2,4.39976e-05
"return_days",2,4.39976e-05
"returnChat",2,4.39976e-05
"rev_captcha",2,4.39976e-05
"rev_captcha2",2,4.39976e-05
"rev_y",2,4.39976e-05
"reverse.treeview.data",2,4.39976e-05
"reverse_compliment",2,4.39976e-05
"reverseloglog_trans",2,4.39976e-05
"revgeocode",2,4.39976e-05
"rf",2,4.39976e-05
"rfImpute",2,4.39976e-05
"rfsrc",2,4.39976e-05
"rga.open",2,4.39976e-05
"rgamma",2,4.39976e-05
"RGB2PCT",2,4.39976e-05
"rgl.bringtotop",2,4.39976e-05
"rgl.snapshot",2,4.39976e-05
"riem_measures",2,4.39976e-05
"riem_stations",2,4.39976e-05
"right_join",2,4.39976e-05
"ripple",2,4.39976e-05
"rle",2,4.39976e-05
"rleTTest",2,4.39976e-05
"RleViewsList",2,4.39976e-05
"rlimit_as",2,4.39976e-05
"rlocations",2,4.39976e-05
"rma",2,4.39976e-05
"rmd_yaml",2,4.39976e-05
"rmse.fun",2,4.39976e-05
"rmse_fun__",2,4.39976e-05
"RNGkind",2,4.39976e-05
"roiStamperOuter",2,4.39976e-05
"roll_lm",2,4.39976e-05
"rollapply",2,4.39976e-05
"rollmean33",2,4.39976e-05
"rollmean3f",2,4.39976e-05
"rollmean3r",2,4.39976e-05
"rollsum",2,4.39976e-05
"rotate_court",2,4.39976e-05
"rotateTextX",2,4.39976e-05
"rotateTreePoints.df",2,4.39976e-05
"rotationMatrix",2,4.39976e-05
"round_time",2,4.39976e-05
